,Song Name,Matched Name,Ratio Value,Song List Index
1645,hit me with your best shot,i melt with you 7 mix,64,9794
1646,the breakup song they dont write em,the impression that i get,57,1069
1647,time,time,100,1851
1648,hungry heart,hungry heart,100,782
1649,sweetheart,sweet harmony,70,2980
1650,somebodys knockin,somebodys knockin,100,5408
1651,more than i can say,more than friends,72,10942
1652,together,together,100,7915
1653,too much time on my hands,too much time together,68,6733
1654,what are we doin in love,now that we found love,65,911
1655,whos crying now,whos making love,65,3840
1656,de do do do de da da da,dueño de nada,56,1301
1657,this little girl,this girl,72,4720
1658,stop draggin my heart around,dont go breaking my heart,60,2137
1659,giving it up for your love,giving it all to you,70,4951
1660,a little in love,little love,81,18208
1661,america,africa,77,762
1662,aint even done with the night,here comes the night,61,6337
1663,arthurs theme best that you can do,arthurs theme best that you can do  remastered version,77,627
1664,another one bites the dust,another one bites the dust  remastered 2011,75,666
1665,games people play,the games we play,71,7334
1666,i cant stand it,i cant stand it,100,6750
1667,while you see a chance,when you dance,67,5852
1668,master blaster jammin,after the moment,59,6717
1669,hello again,alone again,73,557
1670,dont stand so close to me,i dont want to go home,64,3980
1671,hey nineteen,the finest,64,9268
1672,i aint gonna stand for it,i cant stand it,70,6750
1673,all those years ago,silent all these years,68,17001
1674,step by step,step by step,100,2386
1675,the stroke,the joker,74,454
1676,feels so right,feels right,88,12643
1677,sweet baby,sweet boy,84,12335
1678,same old lang syne,same ole me,62,5426
1679,cool love,only love,78,1485
1680,hold on tight,hold on pt 2,72,16630
1681,its now or never,now or never,86,4350
1682,treat me right,love me right,74,3195
1683,winning,winning,100,16663
1684,what kind of fool,chain of fools,77,3839
1685,watching the wheels,catchin the vibe,69,14382
1686,tell it like it is,i tell it like it used to be,74,5404
1687,smoky mountain rain,mountain man,71,8287
1688,i made it through the rain,i heard it through the grapevine,83,2068
1689,youve lost that lovin feelin,youve got the love,70,1959
1690,suddenly,suddenly,100,6786
1691,for your eyes only,open your eyes,69,12885
1692,the beach boys medley,the heart of me,61,9704
1693,whip it,whip it,100,750
1694,modern girl,american girl,75,440
1695,really wanna know you,wanna know u,73,4296
1696,seven year ache,seven year ache,100,5381
1697,im coming out,im coming out,100,16008
1698,miss sun,miss u,86,9838
1699,time is time,this time,76,5261
1700,physical,tropical,62,14240
1701,eye of the tiger,eye of the tiger,100,570
1702,i love rock n roll,i love rock n roll,100,774
1703,ebony and ivory,the one and only,65,13008
1704,centerfold,centerfold,100,6406
1705,dont you want me,dont you want me,100,1371
1706,jack  diane,jack  diane,100,3966
1707,hurts so good,whats good,70,16894
1708,abracadabra,caradura,63,15375
1709,hard to say im sorry,i wont say im sorry,77,14152
1710,tainted love,tainted love,100,710
1711,chariots of fire,ring of fire,71,1806
1712,harden my heart,change my heart,80,8384
1713,rosanna,rosanna,100,785
1714,i cant go for that no can do,i cant get no satisfaction,59,251
1715,8675309jenny,penny,47,14745
1716,key largo,kinky afro,63,3011
1717,you should hear how she talks about you,this town still talks about you,63,4917
1718,waiting for a girl like you,waiting for a girl like you,100,637
1719,dont talk to strangers,dont take the money,63,9657
1720,the sweetest thing ive ever known,the sweetest thing ive ever known,100,5373
1721,always on my mind,all on my mind,84,16369
1722,shake it up,shake it up,100,7466
1723,let it whip,let it sing,73,12810
1724,we got the beat,we got the funk,73,9237
1725,the other woman,on the other hand,75,5387
1726,turn your love around,turn it around,69,14711
1727,sweet dreams,safe dream,73,3271
1728,only the lonely,only lonely,85,3209
1729,who can it be now,who can it be now,100,812
1730,hold me,hold me now,78,822
1731,eye in the sky,riders in the sky,77,5006
1732,lets groove,lets go,78,6426
1733,open arms,open arms,100,629
1734,leader of the band,leader of the pack,83,17301
1735,leather and lace,better place,64,14973
1736,even the nights are better,the night we met,67,3256
1737,ive never been to me,never be the same,70,4653
1738,65 love affair,i love it,61,4272
1739,heat of the moment,heat of the summer,83,12238
1740,take it easy on me,take it easy  remastered,76,2180
1741,pacman fever,adam and eve,67,7340
1742,that girl,this girl,78,4720
1743,private eyes,red eyes,70,2576
1744,trouble,trouble,100,1595
1745,making love,whos making love,81,3840
1746,loves been a little bit hard on me,just a little bit  radio edit,63,12997
1747,young turks,young folks,73,1895
1748,freezeframe,freeze me,80,14816
1749,keep the fire burnin,keep this fire burning,90,11946
1750,do you believe in love,i believe in love,82,16012
1751,cool night,one night,74,4057
1752,caught up in you,caught up in the country,75,8845
1753,why do fools fall in love,why do fools fall in love,100,1993
1754,love in the first degree,love on the weekend,65,1509
1755,hooked on classics,stone cold classic,67,18007
1756,wasted on the way,wade in the water,71,3823
1757,think im in love,im in love,77,9267
1758,love is in control finger on the trigger,love is stronger than pride,66,16018
1759,personally,personal,89,4469
1760,one hundred ways,one hundred,81,18269
1761,blue eyes,blue skies,74,5266
1762,our lips are sealed,our lips are sealed,100,2867
1763,you could have been with me,you could have been the one,89,9623
1764,you can do magic,you and i,72,5432
1765,did it in a minute,come up in a minute,70,3058
1766,i ran so far away,energy stay far away,65,1669
1767,somebodys baby,somebody,73,8365
1768,oh no,oh no,100,6752
1769,take it away,take me away,83,7209
1770,its gonna take a miracle,its gonna be me,72,171
1771,love will turn you around,love will tear us apart,71,1392
1772,dont stop believin,dont stop believin,100,597
1773,comin in and out of your life,good riddance time of your life,67,931
1774,gloria,gloria,100,2305
1775,empty garden hey hey johnny,he aint heavy hes my brother,55,2117
1776,yesterdays songs,yesterday,72,4485
1777,crimson and clover,crimson and clover,100,2730
1778,every little thing she does is magic,every little thing she does is magic  remastered 2003,81,17318
1779,here i am,where u are,70,13441
1780,i keep forgettin every time youre near,i forget where we were,57,5775
1781,get down on it,go down in history,69,14167
1782,any day now,cant say no,73,13753
1783,make a move on me,take me home,69,10878
1784,take my heart you can have it if you want it,the heart wants what it wants,60,14001
1785,mirror mirror,mirror live,67,16066
1786,vacation,vacation,100,15657
1787,oh pretty woman,oh pretty woman,100,258
1788,should i do it,you did it,67,3085
1789,hot in the city,in this city,74,13022
1790,kids in america,judas in america,84,15286
1791,man on your mind,something on your mind,79,407
1792,whats forever for,whats forever for,100,5345
1793,waiting on a friend,asking for a friend,79,4922
1794,do i do,i do,73,4777
1795,working for the weekend,working for the weekend,100,546
1796,goin down,going on,82,9770
1797,arthurs theme best that you can do,arthurs theme best that you can do  remastered version,77,627
1798,through the years,thru these tears,79,6485
1799,edge of seventeen just like the white winged dove,love is like a heat wave  single version,54,3829
1800,every breath you take,every breath you take,100,612
1801,billie jean,billie jean,100,697
1802,flashdance what a feeling,such a feeling,67,9256
1803,down under,down under,100,783
1804,beat it,beat it,100,4026
1805,total eclipse of the heart,total eclipse of the heart,100,652
1806,maneater,maneater,100,787
1807,baby come to me,baby one more time,73,2344
1808,maniac,maniac,100,2232
1809,sweet dreams are made of this,sweet dreams are made of this  remastered,83,765
1810,do you really want to hurt me,do you really want it,80,1624
1811,you and i,you and i,100,5432
1812,come on eileen,come on eileen,100,716
1813,shame on the moon,way to the moon,75,6135
1814,she works hard for the money,lets hear it for the boy,65,818
1815,never gonna let you go,never let you go,84,5543
1816,hungry like the wolf,hungry like the wolf,100,6371
1817,lets dance,lifes a dance,78,5506
1818,twilight zone,light on,76,1179
1819,i know theres something going on,im into something good,67,8252
1820,jeopardy,ready,62,6202
1821,electric avenue,electric love,79,6432
1822,she blinded me with science,she blinded me with science,100,2928
1823,africa,africa,100,762
1824,little red corvette,little secrets,73,9699
1825,back on the chain gang,breaking the chains,68,603
1826,up where we belong,up where we belong,100,391
1827,mr roboto,my boo,67,172
1828,you are,you broke,75,11575
1829,der kommissar,murder on my mind,53,11808
1830,puttin on the ritz,into the mist,65,12085
1831,sexual healing,you are healing,69,3304
1832,keep feeling fascination,keep holding on,62,10694
1833,time clock of the heart,total eclipse of the heart,69,652
1834,the safety dance,the safety dance,100,705
1835,mickey,icey,80,7525
1836,you cant hurry love,you cant hurry love,100,2066
1837,separate ways worlds apart,the perfect way to fall apart,62,14149
1838,one on one,one  one,89,8314
1839,weve got tonight,weve got tonight,100,624
1840,1999,1999,100,13102
1841,stray cat strut,ready to start,69,2608
1842,allentown,lento,71,83
1843,stand back,lean back,74,17241
1844,tell her about it,tell me  acoustic,71,1519
1845,always something there to remind me,something for your mind,62,2606
1846,truly,try,75,16037
1847,dirty laundry,dirty water,67,2711
1848,the girl is mine,the world is mine,85,5712
1849,too shy,to stay,71,5990
1850,goody twoshoes,good to me,67,3317
1851,rock the casbah,rock the boat,79,1212
1852,our house,our house,100,399
1853,overkill,over it,67,1629
1854,is there something i should know,something to hold on to,65,3325
1855,gloria,gloria,100,2305
1856,affair of the heart,trapper of the year,68,7315
1857,shes a beauty,simple beauty,69,4872
1858,solitaire,solitaire,100,4596
1859,dont let it end,dont let it get you down,72,16250
1860,how am i supposed to live without you,how am i supposed to live without you,100,661
1861,china girl,china grove,76,495
1862,come dancing,one dance,67,1680
1863,promises promises,problems problems,65,9967
1864,the other guy,the other,82,9951
1865,making love out of nothing at all,when you say nothing at all,67,961
1866,family man,family man,100,14204
1867,wanna be startin somethin,alwayz into somethin,62,9208
1868,i wont hold you back,i want you back,80,1175
1869,all right,all right,100,15641
1870,straight from the heart,straight from the heart,100,635
1871,heart to heart,had to hear,80,9497
1872,my love,my lover,93,12365
1873,im still standing,still wondering,69,4724
1874,hot girls in love,girls need love,75,3170
1875,its a mistake,by mistake,70,17050
1876,ill tumble 4 ya,ill be a happy man,61,3940
1877,all this love,all this love,100,1170
1878,your love is driving me crazy,your love is king,70,10463
1879,heartbreaker,heartbreaker,100,316
1880,faithfully,faithfully,100,651
1881,steppin out,stepping out,96,17151
1882,take me to heart,take me to the top,82,9270
1883,shes sexy  17,shes so high,56,960
1884,try again,start again,80,10692
1885,dead giveaway,lead the way,64,1820
1886,lawyers in love,lost in love,74,4365
1887,what about me,what about me,100,12050
1888,human nature,human nature,100,3758
1889,photograph,photograph,100,1560
1890,pass the dutchie,pass that,64,7071
1891,true,true,100,631
1892,far from over,far from ready,74,4380
1893,ive got a rock n roll heart,i love rock n roll,67,774
1894,it might be you,i hate you,72,344
1895,tonight i celebrate my love,tonight i celebrate my love,100,620
1896,you got lucky,you got it,70,836
1897,dont cry,dont cry,100,11546
1898,breaking us in two,breaking skin,77,1640
1899,fall in love with me,fell in love with a girl,77,6310
1900,when doves cry,when doves cry,100,678
1901,whats love got to do with it,what is love tell me is it easy,61,3628
1902,say say say,say you say me,72,634
1903,footloose,footloose,100,778
1904,against all odds take a look at me now,against all odds take a look at me now  2016 remastered,82,648
1905,jump,jump,100,543
1906,hello,hello,100,1406
1907,owner of a lonely heart,edge of a broken heart,67,567
1908,ghostbusters,ghoststories,75,10747
1909,karma chameleon,karma chameleon,100,2242
